Server Name	ServerName	TodayDate	Drive	Total(GB)	Free(GB)	Percentage
UPI - PRODUPIREPLDB - 10.71.36.23	PRODUPIREPLDB	2026-03-20 04:15:44.650	E:	459	73	15
UPI - PRODUPIREPLDB - 10.71.36.23	PRODUPIREPLDB	2026-03-20 04:15:44.650	F:	349	54	15
UPI - PRODUPIREPLDB - 10.71.36.23	PRODUPIREPLDB	2026-03-20 04:15:44.650	G:	99	85	85
APICORPPORTDB01-10.71.36.120	APICORPPORTDB01	2026-03-20 04:15:44.607	C:	69	19	27
APICORPPORTDB01-10.71.36.120	APICORPPORTDB01	2026-03-20 04:15:44.607	D:	79	68	86
APICORPPORTDB01-10.71.36.120	APICORPPORTDB01	2026-03-20 04:15:44.607	E:	389	144	37
APICORPPORTDB01-10.71.36.120	APICORPPORTDB01	2026-03-20 04:15:44.607	F:	299	295	98
APICORPPORTDB01-10.71.36.120	APICORPPORTDB01	2026-03-20 04:15:44.607	T:	49	49	99
PRODDMSDB-10.71.36.21	PRODDMSDB	2026-03-20 04:15:44.617	C:	69	10	14
PRODDMSDB-10.71.36.21	PRODDMSDB	2026-03-20 04:15:44.617	D:	2355	234	9
PRODDMSDB-10.71.36.21	PRODDMSDB	2026-03-20 04:15:44.617	E:	1249	325	26
PRODDMSDB-10.71.36.21	PRODDMSDB	2026-03-20 04:15:44.617	G:	199	129	64
PRODDMSDB-10.71.36.21	PRODDMSDB	2026-03-20 04:15:44.617	H:	349	223	63
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	2026-03-20 04:15:44.570	C:	99	34	34
DLP-PRODDLPDB-10.71.36.28	PRODDLPDB	2026-03-20 04:15:44.570	D:	799	392	49
TITUS-PRODTITUSDB-10.71.36.66	PRODTITUSDB	2026-03-20 04:15:44.673	C:	99	49	49
TITUS-PRODTITUSDB-10.71.36.66	PRODTITUSDB	2026-03-20 04:15:44.673	D:	99	68	68
PRODUNIDB-10.71.36.164	PRODUNIDB	2026-03-20 04:15:44.600	C:	69	11	16
PRODUNIDB-10.71.36.164	PRODUNIDB	2026-03-20 04:15:44.600	D:	99	75	75
PRODUNIDB-10.71.36.164	PRODUNIDB	2026-03-20 04:15:44.600	E:	299	43	14
PRODUNIDB-10.71.36.164	PRODUNIDB	2026-03-20 04:15:44.600	F:	149	135	90
UPILIVELOGDB-10.71.36.42	UPILIVELOGDB	2026-03-20 04:15:44.470	C:	69	16	24
UPILIVELOGDB-10.71.36.42	UPILIVELOGDB	2026-03-20 04:15:44.470	D:	79	48	60
UPILIVELOGDB-10.71.36.42	UPILIVELOGDB	2026-03-20 04:15:44.470	E:	249	152	60
UPILIVELOGDB-10.71.36.42	UPILIVELOGDB	2026-03-20 04:15:44.470	F:	97	91	93
UPILIVELOGDB-10.71.36.42	UPILIVELOGDB	2026-03-20 04:15:44.470	G:	103	44	42
UPILIVELOGDB-10.71.36.42	UPILIVELOGDB	2026-03-20 04:15:44.470	T:	48	48	99
PRODNACHDB-10.181.8.17	PRODNACHDB	2026-03-20 04:15:44.470	C:	89	50	56
PRODNACHDB-10.181.8.17	PRODNACHDB	2026-03-20 04:15:44.470	D:	79	48	60
PRODNACHDB-10.181.8.17	PRODNACHDB	2026-03-20 04:15:44.470	E:	499	425	85
PRODNACHDB-10.181.8.17	PRODNACHDB	2026-03-20 04:15:44.470	F:	199	186	93
PRODNACHDB-10.181.8.17	PRODNACHDB	2026-03-20 04:15:44.470	G:	49	49	99
SRVDSK-10.71.36.68	SRVDSK_DB	2026-03-20 04:15:44.630	C:	69	12	17
SRVDSK-10.71.36.68	SRVDSK_DB	2026-03-20 04:15:44.630	D:	69	35	50
SRVDSK-10.71.36.68	SRVDSK_DB	2026-03-20 04:15:44.630	E:	299	269	89
SRVDSK-10.71.36.68	SRVDSK_DB	2026-03-20 04:15:44.630	F:	99	90	90
UPI_HIST - PRDUPIHISTDB - 10.71.36.31	PRDUPIHISTDB	2026-03-20 04:15:44.503	C:	69	14	20
UPI_HIST - PRDUPIHISTDB - 10.71.36.31	PRDUPIHISTDB	2026-03-20 04:15:44.503	D:	99	87	87
UPI_HIST - PRDUPIHISTDB - 10.71.36.31	PRDUPIHISTDB	2026-03-20 04:15:44.503	E:	1433	378	26
UPI_HIST - PRDUPIHISTDB - 10.71.36.31	PRDUPIHISTDB	2026-03-20 04:15:44.503	F:	149	115	77
UPI_HIST - PRDUPIHISTDB - 10.71.36.31	PRDUPIHISTDB	2026-03-20 04:15:44.503	H:	399	22	5
UPI_HIST - PRDUPIHISTDB - 10.71.36.31	PRDUPIHISTDB	2026-03-20 04:15:44.503	K:	799	100	12
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	2026-03-20 04:15:44.650	C:	99	62	62
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	2026-03-20 04:15:44.650	D:	99	82	82
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	2026-03-20 04:15:44.650	E:	3071	1365	44
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	2026-03-20 04:15:44.650	F:	1023	593	58
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	2026-03-20 04:15:44.650	G:	299	275	92
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	2026-03-20 04:15:44.650	K:	1228	329	26
PRODRECONDBUPI1-10.181.8.222	PRODRECONDBUPI1	2026-03-20 04:15:44.650	L:	499	221	44
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	2026-03-20 04:15:44.667	C:	69	26	37
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	2026-03-20 04:15:44.667	D:	199	40	20
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	2026-03-20 04:15:44.667	E:	499	191	38
PRODSUVIDHADB-10.71.36.69	PRODSUVIDHADB	2026-03-20 04:15:44.667	F:	199	172	86
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	2026-03-20 04:15:44.580	C:	99	42	43
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	2026-03-20 04:15:44.580	D:	949	194	20
FPBAVTMDSDDB-10.71.36.61	FPBAVTMDSDDB	2026-03-20 04:15:44.580	E:	199	114	57
PRODDBREPORT1 - 10.71.36.26	PRODDBREPORT1	2026-03-20 04:15:44.593	C:	NULL	17	NULL
PRODDBREPORT1 - 10.71.36.26	PRODDBREPORT1	2026-03-20 04:15:44.593	D:	NULL	54	NULL
PRODDBREPORT1 - 10.71.36.26	PRODDBREPORT1	2026-03-20 04:15:44.593	E:	NULL	228	NULL
PRODDBREPORT1 - 10.71.36.26	PRODDBREPORT1	2026-03-20 04:15:44.593	F:	NULL	40	NULL
PRODDBREPORT1 - 10.71.36.26	PRODDBREPORT1	2026-03-20 04:15:44.593	G:	NULL	269	NULL
PRODDBREPORT1 - 10.71.36.26	PRODDBREPORT1	2026-03-20 04:15:44.593	H:	NULL	69	NULL
PRODHISTDB01-10.71.36.49	PRODHISTDB01	2026-03-20 04:15:44.623	C:	NULL	28	NULL
PRODHISTDB01-10.71.36.49	PRODHISTDB01	2026-03-20 04:15:44.623	D:	NULL	92	NULL
PRODHISTDB01-10.71.36.49	PRODHISTDB01	2026-03-20 04:15:44.623	E:	NULL	88	NULL
PRODHISTDB01-10.71.36.49	PRODHISTDB01	2026-03-20 04:15:44.623	F:	NULL	194	NULL
PRODHISTDB01-10.71.36.49	PRODHISTDB01	2026-03-20 04:15:44.623	H:	NULL	271	NULL
PRODHISTDB01-10.71.36.49	PRODHISTDB01	2026-03-20 04:15:44.623	I:	NULL	103	NULL
PRODHISTDB01-10.71.36.49	PRODHISTDB01	2026-03-20 04:15:44.623	T:	NULL	149	NULL
FPBPRODRGLDB-10.181.8.41	FPBPRODRGLDB	2026-03-20 04:15:44.640	C:	99	67	67
FPBPRODRGLDB-10.181.8.41	FPBPRODRGLDB	2026-03-20 04:15:44.640	D:	79	76	95
FPBPRODRGLDB-10.181.8.41	FPBPRODRGLDB	2026-03-20 04:15:44.640	E:	299	298	99
FPBPRODRGLDB-10.181.8.41	FPBPRODRGLDB	2026-03-20 04:15:44.640	F:	99	98	98
FPBPRODRGLDB-10.181.8.41	FPBPRODRGLDB	2026-03-20 04:15:44.640	H:	149	148	98
FPBPRODRGLDB-10.181.8.41	FPBPRODRGLDB	2026-03-20 04:15:44.640	T:	99	99	99
CKYC - PRDCKYCRPLDB - 10.71.36.124	PRDCKYCRPLDB	2026-03-20 04:15:44.593	C:	69	14	20
CKYC - PRDCKYCRPLDB - 10.71.36.124	PRDCKYCRPLDB	2026-03-20 04:15:44.593	D:	99	76	76
CKYC - PRDCKYCRPLDB - 10.71.36.124	PRDCKYCRPLDB	2026-03-20 04:15:44.593	E:	249	106	42
CKYC - PRDCKYCRPLDB - 10.71.36.124	PRDCKYCRPLDB	2026-03-20 04:15:44.593	F:	99	97	97
CKYC - PRDCKYCRPLDB - 10.71.36.124	PRDCKYCRPLDB	2026-03-20 04:15:44.593	G:	99	99	99
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	2026-03-20 04:15:44.580	C:	99	42	43
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	2026-03-20 04:15:44.580	D:	949	194	20
10.71.36.61-FPBAVTMDSDDB	FPBAVTMDSDDB	2026-03-20 04:15:44.580	E:	199	114	57
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	2026-03-20 04:15:44.663	C:	69	14	20
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	2026-03-20 04:15:44.663	D:	79	53	67
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	2026-03-20 04:15:44.663	E:	599	400	66
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	2026-03-20 04:15:44.663	F:	199	181	90
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	2026-03-20 04:15:44.663	L:	249	245	98
RECONRPA-PRODRECONRPADB-10.71.36.117	PRODRECONRPADB	2026-03-20 04:15:44.663	T:	149	145	96
PRDSNDBXDB01-10.181.8.3	PRDSNDBXDB01	2026-03-20 04:15:44.693	C:	99	48	48
PRDSNDBXDB01-10.181.8.3	PRDSNDBXDB01	2026-03-20 04:15:44.693	D:	99	90	90
PRDSNDBXDB01-10.181.8.3	PRDSNDBXDB01	2026-03-20 04:15:44.693	E:	249	199	79
PRDSNDBXDB01-10.181.8.3	PRDSNDBXDB01	2026-03-20 04:15:44.693	F:	99	93	93
PRDSNDBXDB01-10.181.8.3	PRDSNDBXDB01	2026-03-20 04:15:44.693	G:	99	99	99
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	2026-03-20 04:15:44.657	C:	99	62	62
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	2026-03-20 04:15:44.657	D:	99	84	84
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	2026-03-20 04:15:44.657	E:	499	20	4
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	2026-03-20 04:15:44.657	F:	199	153	76
PRDPBCAASDB-10.181.8.201	PRDPBCAASDB	2026-03-20 04:15:44.657	T:	199	199	99
RPACTRL_DR_DB - 10.182.8.71 of 10.181.8.21	FPBDRRPACTRLDB	2026-03-20 04:15:44.263	C:	99	61	61
RPACTRL_DR_DB - 10.182.8.71 of 10.181.8.21	FPBDRRPACTRLDB	2026-03-20 04:15:44.263	D:	99	87	87
RPACTRL_DR_DB - 10.182.8.71 of 10.181.8.21	FPBDRRPACTRLDB	2026-03-20 04:15:44.263	E:	499	495	99
UPI_DR_DB - 10.182.8.73 of 10.71.36.22	FPBDRUPIDB	2026-03-20 04:15:44.663	C:	99	50	50
UPI_DR_DB - 10.182.8.73 of 10.71.36.22	FPBDRUPIDB	2026-03-20 04:15:44.663	D:	99	84	84
UPI_DR_DB - 10.182.8.73 of 10.71.36.22	FPBDRUPIDB	2026-03-20 04:15:44.663	E:	849	333	39
UPI_DR_DB - 10.182.8.73 of 10.71.36.22	FPBDRUPIDB	2026-03-20 04:15:44.663	F:	149	139	92
UPI_DR_DB - 10.182.8.73 of 10.71.36.22	FPBDRUPIDB	2026-03-20 04:15:44.663	G:	199	104	52
PRDFRMREPLDB - 10.71.36.19	PRDFRMREPLDB	2026-03-20 04:15:44.703	C:	69	19	28
PRDFRMREPLDB - 10.71.36.19	PRDFRMREPLDB	2026-03-20 04:15:44.703	D:	199	35	17
PRDFRMREPLDB - 10.71.36.19	PRDFRMREPLDB	2026-03-20 04:15:44.703	E:	3071	2691	87
PRDFRMREPLDB - 10.71.36.19	PRDFRMREPLDB	2026-03-20 04:15:44.703	F:	249	249	99
PRDFRMREPLDB - 10.71.36.19	PRDFRMREPLDB	2026-03-20 04:15:44.703	I:	249	240	96
CKYC-PRDCKYCDB-10.71.36.122	PRDCKYCDB	2026-03-20 04:15:44.627	C:	69	14	20
CKYC-PRDCKYCDB-10.71.36.122	PRDCKYCDB	2026-03-20 04:15:44.627	D:	99	15	15
CKYC-PRDCKYCDB-10.71.36.122	PRDCKYCDB	2026-03-20 04:15:44.627	E:	249	128	51
CKYC-PRDCKYCDB-10.71.36.122	PRDCKYCDB	2026-03-20 04:15:44.627	F:	99	95	95
CKYC-PRDCKYCDB-10.71.36.122	PRDCKYCDB	2026-03-20 04:15:44.627	G:	149	149	99
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11_2	FPBDRSTKDB	2026-03-20 04:15:44.297	C:	99	53	53
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11_2	FPBDRSTKDB	2026-03-20 04:15:44.297	D:	99	80	80
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11_2	FPBDRSTKDB	2026-03-20 04:15:44.297	E:	1023	322	31
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11_2	FPBDRSTKDB	2026-03-20 04:15:44.297	F:	249	240	96
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11_2	FPBDRSTKDB	2026-03-20 04:15:44.297	G:	199	152	76
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11_2	FPBDRSTKDB	2026-03-20 04:15:44.297	T:	99	93	93
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11	FPBDRSTKDB	2026-03-20 04:15:44.297	C:	99	53	53
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11	FPBDRSTKDB	2026-03-20 04:15:44.297	D:	99	80	80
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11	FPBDRSTKDB	2026-03-20 04:15:44.297	E:	1023	322	31
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11	FPBDRSTKDB	2026-03-20 04:15:44.297	F:	249	240	96
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11	FPBDRSTKDB	2026-03-20 04:15:44.297	G:	199	152	76
ESB_DR_DB - 10.182.8.52 DR of 10.71.36.11	FPBDRSTKDB	2026-03-20 04:15:44.297	T:	99	93	93
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21	FPBDRDMSDB	2026-03-20 04:15:44.640	C:	99	31	32
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21	FPBDRDMSDB	2026-03-20 04:15:44.640	D:	99	82	82
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21	FPBDRDMSDB	2026-03-20 04:15:44.640	E:	3071	526	17
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21	FPBDRDMSDB	2026-03-20 04:15:44.640	F:	149	123	82
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21	FPBDRDMSDB	2026-03-20 04:15:44.640	G:	199	101	50
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21	FPBDRDMSDB	2026-03-20 04:15:44.640	H:	5119	663	12
DRNACHDB - 10.182.8.76 DR of 10.181.8.17	DRNACHDB	2026-03-20 04:15:44.680	C:	99	60	60
DRNACHDB - 10.182.8.76 DR of 10.181.8.17	DRNACHDB	2026-03-20 04:15:44.680	D:	99	91	91
DRNACHDB - 10.182.8.76 DR of 10.181.8.17	DRNACHDB	2026-03-20 04:15:44.680	E:	549	510	92
DRNACHDB - 10.182.8.76 DR of 10.181.8.17	DRNACHDB	2026-03-20 04:15:44.680	F:	249	245	98
DRNACHDB - 10.182.8.76 DR of 10.181.8.17	DRNACHDB	2026-03-20 04:15:44.680	G:	99	99	99
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21_2	FPBDRDMSDB	2026-03-20 04:15:44.640	C:	99	31	32
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21_2	FPBDRDMSDB	2026-03-20 04:15:44.640	D:	99	82	82
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21_2	FPBDRDMSDB	2026-03-20 04:15:44.640	E:	3071	526	17
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21_2	FPBDRDMSDB	2026-03-20 04:15:44.640	F:	149	123	82
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21_2	FPBDRDMSDB	2026-03-20 04:15:44.640	G:	199	101	50
DMS_DR_DB - 10.182.8.61 DR of 10.71.36.21_2	FPBDRDMSDB	2026-03-20 04:15:44.640	H:	5119	663	12
IDFC_DR_DB - 10.182.8.65 DR of 10.101.13.61	FPBDRIDFCDB	2026-03-20 04:15:44.610	C:	99	56	56
IDFC_DR_DB - 10.182.8.65 DR of 10.101.13.61	FPBDRIDFCDB	2026-03-20 04:15:44.610	D:	199	102	51
IDFC_DR_DB - 10.182.8.65 DR of 10.101.13.61	FPBDRIDFCDB	2026-03-20 04:15:44.610	E:	149	146	97
FPBDRADVDB - 10.182.8.67 DR of 10.71.36.133	FPBDRADVDB	2026-03-20 04:15:44.293	C:	99	47	47
FPBDRADVDB - 10.182.8.67 DR of 10.71.36.133	FPBDRADVDB	2026-03-20 04:15:44.293	D:	99	89	89
FPBDRADVDB - 10.182.8.67 DR of 10.71.36.133	FPBDRADVDB	2026-03-20 04:15:44.293	E:	899	160	17
FPBDRADVDB - 10.182.8.67 DR of 10.71.36.133	FPBDRADVDB	2026-03-20 04:15:44.293	F:	199	199	99
FPBDRADVDB - 10.182.8.67 DR of 10.71.36.133	FPBDRADVDB	2026-03-20 04:15:44.293	G:	199	196	98
DRUPIPAYPRODDB - 10.182.8.59 DRof 10.71.36.94	FPBDRUPIPAYDB	2026-03-20 04:15:44.333	C:	99	51	51
DRUPIPAYPRODDB - 10.182.8.59 DRof 10.71.36.94	FPBDRUPIPAYDB	2026-03-20 04:15:44.333	D:	99	87	87
DRUPIPAYPRODDB - 10.182.8.59 DRof 10.71.36.94	FPBDRUPIPAYDB	2026-03-20 04:15:44.333	E:	349	231	66
DRUPIPAYPRODDB - 10.182.8.59 DRof 10.71.36.94	FPBDRUPIPAYDB	2026-03-20 04:15:44.333	F:	99	97	97
DRUPIPAYPRODDB - 10.182.8.59 DRof 10.71.36.94	FPBDRUPIPAYDB	2026-03-20 04:15:44.333	G:	99	97	97
DRUPIPAYPRODDB - 10.182.8.59 DRof 10.71.36.94_2	FPBDRUPIPAYDB	2026-03-20 04:15:44.333	C:	99	51	51
